Business Name,Category,About the Business,Website,Phone number,Address,Pictures,Category Title,City,ZipCode
Health SOS,Active Life,"Welcome to Health S.O.S Physical &amp; Occupational Therapy 57th St.

Health S.O.S are all encompassing centers where there is help for all aspects of your health. When life presents you with the challenges of injury, illness and weight gain. We are here to show you that these difficult moments can be used as pathways to greater wellness. Injuries present opportunities for insight into what does not and did not work. With the assistance of our Physical Therapists and Hand Therapists, Pilates Instructors, Feldenkrais Practitioners, Massage Therapists and Nutritionists there is a great opportunity to become better than before.

We treat all conditions and injuries associated with an active lifestyle. We work with athletes, dancers, musicians, the weekend warrior, the elderly, anyone that has a pulse.

Our passion is to help you. Whether recovering from a car accident, stroke or knee surgery - we take you under our wing, become your health advocate and see you through until you are  better than before. This is our goal - our promise to you.

Continuing Education and staying abreast of the latest research is paramount to offering the highest quality care. We have certified Graston Technique Practitioners, Titleist Performance Institute Instructors, Active Release Technique Therapists....and use our hands, hearts and all of of knowledge to bring about healing in your recovering bodies...",healthsos.com,(212) 343-1500,"594 Broadway New York, NY 10012 ","https://s3-media3.fl.yelpcdn.com/bphoto/QCesgjfitLDe1iEndPRrtg/o.jpg,","Physical Therapy,Occupational Therapy,Massage Therapy,",New York,10012
"Hernandez Alex, DC",Active Life,"The chiropractic perspective on health and disease emphasizes two fundamental concepts:      1) the structure and condition of the body influences how the body functions and its ability to heal itself; and 2) the mind-body relationship is instrumental in maintaining health and in the healing processes. Although chiropractic shares much with other health professions, its emphasis and application of philosophy distinguishes it from modern medicine. Chiropractic philosophy gravitates toward a holistic (""total person"") approach to healing which combines elements of the mind, body and spirit and maintains that health depends on obedience to natural laws, and that deviation from such laws can result in illness...",dralexhernandez.com,(201) 861-2025,"8325 Kennedy Blvd North Bergen, NJ 07047 ","https://s3-media2.fl.yelpcdn.com/bphoto/YsQLl1EXyqoztrjZEyTQtw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/eZUXmEW25wUH3Na1E8E2eQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Q-JCJr6qzfustQnHuEk2Ug/o.jpg,","Chiropractors,",North Bergen,07047
New York Life Coaching,Active Life,"We help you take action and get results!

Our specialty is helping you create a life of love, happiness, and wisdom.  Our areas of coaching expertise include relationship coaching, life coaching, and career coaching. 

Creating change is easy once you adopt a few simple, yet extraordinarily powerful strategies. Living a life you love is absolutely possible.",newyorklifecoaching.com,(646) 789-5612,"136 W 87th St New York, NY 10024 ","https://s3-media3.fl.yelpcdn.com/bphoto/igIZ6l835kUpNWZtHIXtcQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/IznOg3oXQUaspnrXkM0JmA/o.jpg,","Life Coach,Career Counseling,",New York,10024
Lux Physical Therapy and Performance,Active Life,"Lux Physical Therapy and Performance is a rehab and performance based company that focuses on reducing pain associated with injury and poor movement patterns.  We will find the root cause of your pain, treat that cause, and teach you how to prevent this injury from reoccurring.  We treat any and all injuries. We use many forms of manual therapy such as: Active release technique (ART), Myofascial Release, Trigger Point Therapy, Joint Mobilizations and Manipulations, Instrument Assisted Soft Tissue Mobilization (IASTM), Myofascial Decompression (cupping), and Kinesiotaping.  We will also teach you how to utilize the correct postural and movement adjustments, breathing patterns, and corrective exercises to help you perform optimally and pain-free. Our goal is to get you back to doing what you love to do, as fast as possible!",luxphysicaltherapy.com,(920) 217-5495,"98 Bayard St Brooklyn, NY 11222 ","https://s3-media1.fl.yelpcdn.com/bphoto/o0rzJMD6gmKvwa0EPNY8Uw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/HuGq2iDppPrUswAbcmBGkw/o.jpg,","Physical Therapy,",Brooklyn,11222
Korean K9 Rescue,Active Life,,koreank9rescue.org,,"Queens, NY 11101 ","https://s3-media1.fl.yelpcdn.com/bphoto/YATEdhn0EGTJSC8Up95O_w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/g3VmZbP4iOU3h-DpE3QIRg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/0lDTignt-1GXPrIq8rNsLA/o.jpg,","Animal Shelters,Pet Adoption,Community Service/Non-Profit,",Queens,11101
Color Factory,Active Life,"Color Factory is an experiential art exhibit inspired by the joy of color. Launched in San Francisco in 2017 by a team of artists and creatives, Color Factory creates meaningful and immersive color experiences for all. While the company has since grown and expanded, the core elements remain the same: Color Factory embraces child-like imagination, while expanding boundaries of perception and understanding.

In August 2018, a whole new palette came to New York City in SoHo's Hudson Square neighborhood. In 20,000 square feet, we feature brand-new participatory installations of colors we've collected around the city-- hues that invite curiosity, discovery and play. Some of our favorite artists, creatives, designers and makers are teaming up with us to tell their unique color stories and engage all of your senses in unexpected ways.

We hope that the palette and projects offered within Color Factory will connect you to the colorful moments around New York and in your own daily life.",colorfactory.co,,"251 Spring St New York, NY 10013 ","https://s3-media4.fl.yelpcdn.com/bphoto/-MbWWzunoy2e4jh9_NnizA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/vHEXL4pIs7F3-KSEh28KFQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/UNiRJ-cuKeY_KcS-Md7RXQ/o.jpg,","Art Museums,",New York,10013
Rachel Felson Rolfing,Active Life,"Rolfing® is a form of hands-on bodywork that balances and aligns one's body primarily through working with the fascia, or connective tissue. 

No matter what the cause, Rolfing may be the way to free your body from tensions, pain and other physical restrictions that keep you from living your life fully. Using hands-on touch to bring your body back into alignment, it provides long-lasting healing through a holistic approach that restores balance from head to toe.",rachelfelson.com,(860) 424-7293,"69 8th Ave Ste 10 New York, NY 10014 ","https://s3-media3.fl.yelpcdn.com/bphoto/ShEPNvsOLHGeXy0B5IR7hg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_hNRDHAbBBbKgOJBL9f0sA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/3G7JgEDDMR426f3xiwQOxQ/o.jpg,","Physical Therapy,Alternative Medicine,",New York,10014
DASHA® Flagship,Active Life,"DASHA® takes a holistic approach to wellness using conventional, alternative and non-invasive therapies to help promote longevity, personal strength and lead a healthier life.
DASHA® offers a full array of wellness and lifestyle services designed for busy professionals, stay at home mom's, weekend warrior's and individuals who are looking to reach their personal wellness and health goals.",dashawellness.com,(212) 755-5500,"115 E 57th St Ste 520 New York, NY 10022 ","https://s3-media2.fl.yelpcdn.com/bphoto/hMOh9fgYGkA9sjER5P4idg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ouTTy7jNdVI2Iu4tAffY7g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/JI6tiAgqI_KjGnjvZ6KDyw/o.jpg,","Chiropractors,Acupuncture,Massage Therapy,",New York,10022
Golden Hands Physical Therapy,Active Life,Orthopedic physical therapy; musculoskeletal pain and injuries throughout the body with particular specialty in neck and lower back pain. Highly skilled in hands on manual joint and soft tissue mobilization and targeted exercises to address your muscle imbalances. Also advanced training in gait analysis and balance rehabilitation.,,(917) 699-5147,"171 E 74th St Ste C3 New York, NY 10021 ","https://s3-media1.fl.yelpcdn.com/bphoto/XJ6J8TWlqajeeil6wHbgRQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/xywKbQMuyyuYCbeqMsbUYA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Vk89Omn8BO7jr4kJ0nBKjg/o.jpg,","Physical Therapy,",New York,10021
NYC Chiropractic and Spinal Decompression Center,Active Life,"NYC Chiropractor Dr. Steven Shoshany has a Citysearch rating of 9.6 as NYC's best Chiropractors
Our NYC Chiropractic and Spinal Decompression Center is conveniently located in the West Village, Manhattan in New York City. Some of our chiropractic specialties include Cold Laser Therapy and Spinal Decompression Therapy using the DRX 9000, Graston technique. Our chiropractors are using the latest and most technologically advanced chiropractic techniques to insure long-term results for our clients. But, don't take our word for it, read our client testimonials. For several years, Dr. Shoshany has been rated as the best Chiropractor in NYC.",drshoshany.com,(212) 645-8151,"636 Broadway Ste 1210 New York, NY 10012 ","https://s3-media2.fl.yelpcdn.com/bphoto/cqO6X7YuuumK92b3xY0CMQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/uZSQL1iGp9-PeVt3STmxFA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/_uwNBjojZ1Tc0TmdHGDO3A/o.jpg,","Chiropractors,Physical Therapy,Massage Therapy,",New York,10012
PhysioRX,Active Life,"Call or Email about your FREE Consultation with a PT.

PhysioRX is an Orthopedic and Sports Physical Therapy practice. We specialize in providing care to active New Yorkers- getting faster results than standard care. 

Our Board-Certified Orthopedic Specialist provides treatment for all conditions, from lower back or neck pain to post-surgical recovery. While utilizing the most current evidence and providing an individualized program, our goal is to get our patients back to doing what they love.   

Appointments are always one-on-one with your Doctor of Physical Therapy.",physiorx.nyc,(646) 860-0670,"1740 Broadway New York, NY 10019 ","https://s3-media3.fl.yelpcdn.com/bphoto/4CRd_q-rQh4mmrNxg5lrSg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/hM_hdOYd5CanKr42qftsaw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/6RxzZ3toxbnCahHvFOHoeg/o.jpg,","Physical Therapy,Sports Medicine,",New York,10019
Furry Paw Pics,Active Life,"Color Your Imagination with Furry Paw Pics Boutique - a Custom PetArt company founded by a creative team of animal-lovers. 

We specialize in creating unique gift ideas for women, men, teens, &amp; friends.  A cool gift for engagements to push presents or the personalized gifts for that special person in one's life. You can even treat yourself when looking for custom, high end home art for the interior decorator in you.

Silver Series Portraits: are created from your individual photographs. Our artists utilize your portraits to inspire lively, energetic, and lasting compositions with simple, one or two color backgrounds.

Gold Series Portraits: are created from designs selected for you by our Furry Paw Art Studio.  We have personally hand-selected a vast variety of creative concepts for every occasion; these portraits range from that of a simple one piece background to those of your wildest imagination.

Signature Series Portraits: set your imagination free and be marveled by all the boundless possibilities. Our artists utilize elegant creative concepts to create a one-of-a-kind impression that will be treasured for years to come.

Furry Paw Bespoke Portraits: contact us directly for a private consultation. Furry Paw Bespoke creations include portraits for Andy Cohen, The Real Housewives, Josh Flagg, Roxy Sowlaty, Chef Roy Handler, Brendan Fitzpatrick and Morgan Stewart, as well as Courtney Kerr, just to name a few.

Peace, Love, &amp; Paws from the Furry Paw Pics team...",furrypawpics.com,(407) 374-2442,"253 Main St Ste 187 Matawan, NJ 07747 ","https://s3-media4.fl.yelpcdn.com/bphoto/asZWFm4669b2SdtPEWoN6g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/jBpkVQHqINIE6ycNGEK5Vg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/TMgjLXJ9nledcxU_qSX87A/o.jpg,","Pet Services,Art Galleries,",Matawan,07747
New York City Nutrition,Active Life,"For your convenience, we offer both telephone calls and video appointments through our HIPAA compliant patient portal during COVID 19. 

Lorraine and her team specialize in holistic health, empowering individuals to put themselves first and take control over how they nourish their body. In today's world, it is very easy to get caught up with work obligations and deadlines. This can lead to weight gain, especially around the abdominal area caused by an increase of cortisol production. Thus further leading to an imbalance of hormones, brain fog, adrenal fatigue, obesity, insulin resistance, thyroid disease and in women, PCOS. 

At LKN, we take a compassionate and holistic approach to assist individuals to recognize the negative effects poor diet and stress can have on the body. We teach people how to make the changes necessary to improve their health by making positive dietary changes that are sustainable and become a lifestyle. We do not believe in fad diets, nor do we endorse any products or supplements. We focus on the science of food, and the principles of nutrition. We teach women how to fuel their body with real food, and optimal nutrition. Our goal is for every person to live a nourished healthy life for a healthier body and mind!",lorrainekearneynutrition.com,(917) 770-5124,"245 5th Ave Fl 3 New York, NY 10016 ","https://s3-media3.fl.yelpcdn.com/bphoto/sNyCgfBvrP-G8fYKu0jvGg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/vHrr32p5rYUre2uPGws_sg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/wb1ozuyi72_8y2ESUDmEBA/o.jpg,","Nutritionists,Dietitians,",New York,10016
Cornell & Associates Marriage and Family Therapy,Active Life,"Want to start working with our therapists?
Send us an email : info@cornellmfts.com 
Andrea's team of Marriage and Family Therapists specialize in holistic psychotherapy for individuals. Couples and family therapy are also provided. Areas of expertise include helping deal with anxiety issues, women's empowerment issues (self-esteem, body image, communication, etc) and feelings of depression. Being holistic therapists means combining different styles of therapy from traditional Western psychology to Eastern philosophy. Andrea's team also provide couples and family therapy. Keywords: online therapy, online counseling, online couples counseling, psychology, psychotherapy, counseling, counselor, anxiety, depression, marriage counseling, premarital counseling, therapist, therapy, family therapy, individual therapy, divorce mediation, divorce consultation, divorce counseling, divorce counselor and reiki.",cornellmfts.com,(917) 225-1401,"41 Union Sq W Ste 1328 New York, NY 10003 ","https://s3-media2.fl.yelpcdn.com/bphoto/Ve0OebePmqQP4EOXHr3kyw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/j_rbBIMu2LxEzOizOqylew/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/sXUyfFB1z3CdFTKJ-GEzpQ/o.jpg,","Counseling & Mental Health,Reiki,Mediators,",New York,10003
Center For Loss & Renewal,Active Life,"The Center for Loss and Renewal is a leading New York City psychotherapy and consultation group dedicated to the practice of life transition therapy. In a setting of warmth and acceptance we focus our energies on helping individuals to discover resilience, hope, meaning and coping strategies in the presence of loss, trauma, work and relationship problems. Over the last twenty five years hundreds of clients have utilized our services for grief counseling, bereavement groups, individual psychotherapy for low self-esteem, depression and anxiety, couples counseling, EMDR, and grief in the workplace crisis debriefing.",lossandrenewal.com,(212) 874-4711,"168 W 86th St New York, NY 10024 ",,"Counseling & Mental Health,",New York,10024
